speaker_id,first_name,last_name,years_experience,company_type,company,job_title,expertise_primary,expertise_secondary,programming_languages,cloud_services,mvp_status,region,country,twitter_followers,linkedin_connections,github_repositories,speaking_experience_years,previous_conferences,session_title,session_track,session_type,session_level,session_duration_minutes,expected_audience_size,session_rating_prediction,community_contributions,open_source_projects,certifications_count,speaker_fee_tier
SPKR-1630,Nicole,Anderson,2,Microsoft Partner,Infosys,Software Engineer,IoT Solutions,AI/Machine Learning,"C#, JavaScript","Azure Networking, Azure Storage",False,North America,Mexico,1621,328,12,0,0,IoT Data Processing and Analytics,Infrastructure,Theater Session,Intermediate,45,93,3.6,4,0,1,None
SPKR-1631,Sarah,Kim,3,Enterprise Customer,Target,Software Engineer,Data & Analytics,Edge Computing,"C#, R, KQL, Python","Azure Security, Azure Compute",False,Europe,Germany,1449,1136,5,0,0,Real-time Analytics with Azure Stream Analytics: Lessons Learned,Data & AI,Workshop,Beginner,90,72,4.5,2,7,4,None
SPKR-1632,Stephanie,Mueller,15,Microsoft Partner,PwC,Head of Cloud,AI/Machine Learning,Data & Analytics,"Scala, Python, JavaScript","Azure Data, Microsoft 365, Azure IoT",False,Europe,Netherlands,319,10069,14,11,22,AI-Powered Applications with Azure Cognitive Services: A Case Study,Data & AI,Workshop,Intermediate,120,56,4.6,24,1,0,Medium
SPKR-1633,Amanda,Garcia,5,Microsoft,Microsoft Consulting,Principal Engineer,Power Platform,AI/Machine Learning,"TypeScript, JavaScript, C#","Azure AI, Azure DevOps, Azure Data, Azure Compute",False,Europe,Germany,3,576,4,0,0,Power Automate Process Automation,Digital & App Innovation,Workshop,Beginner,120,43,4.1,8,6,6,Low
SPKR-1634,Daniel,Smith,12,Enterprise Customer,Target,CTO,Azure Cloud,Sustainability Tech,"Python, ARM Templates, JavaScript","Power Platform, Azure Networking",False,Middle East & Africa,South Africa,774,1266,5,3,4,Azure Architecture Best Practices: A Case Study,Infrastructure,Lightning Talk,Advanced,15,34,2.8,4,4,5,None
SPKR-1635,Matthew,Oliveira,13,Consulting Firm,Bain & Company,Director of Engineering,Edge Computing,Blockchain,"C++, JavaScript, Python","Azure DevOps, Microsoft 365, Azure Data",False,North America,Mexico,74,574,10,11,13,Edge Security and Management,Infrastructure,Breakout Session,Advanced,60,301,4.0,6,0,0,Low
SPKR-1636,Ryan,Patel,5,Startup,NextGen Software,Senior Software Engineer,DevOps & Automation,AI/Machine Learning,"Python, Bash","Azure Mixed Reality, Dynamics 365, Azure Storage, Azure DevOps",False,North America,United States,116,415,19,0,0,Infrastructure as Code with ARM Templates,Infrastructure,Breakout Session,Beginner,60,256,4.3,15,0,0,None
SPKR-1637,Amanda,Mueller,2,Microsoft,Microsoft Consulting,Data Analyst,AI/Machine Learning,Azure Cloud,"C#, R, Scala, JavaScript","Azure Networking, Azure AI",False,Europe,Italy,76890,27516,486,0,0,AI-Powered Applications with Azure Cognitive Services,Data & AI,Lightning Talk,Beginner,20,80,3.6,9,41,11,None
SPKR-1638,Brian,Thomas,2,Consulting Firm,Ernst & Young,DevOps Engineer,Data & Analytics,Sustainability Tech,"Python, SQL, C#","Azure Storage, Microsoft 365, Azure Mixed Reality",False,Asia Pacific,South Korea,453,2108,12,0,0,Power BI for Enterprise Data Visualization: A Case Study,Data & AI,Theater Session,Beginner,30,121,4.1,2,1,4,None
SPKR-1639,Rachel,Park,5,Microsoft Partner,Infosys,Lead Developer,Power Platform,Blockchain,"C#, TypeScript, JavaScript","Azure Networking, Azure DevOps, Azure IoT, Microsoft 365, Azure AI",False,Asia Pacific,India,4324,522,2,3,1,Low-Code Application Development,Digital & App Innovation,Breakout Session,Intermediate,60,117,4.0,4,3,3,None
SPKR-1640,Ana,Schneider,6,Microsoft,Microsoft Consulting,Principal Engineer,Azure Cloud,Blockchain,"PowerShell, C#, ARM Templates, JavaScript","Azure Storage, Azure Mixed Reality, Azure Data, Azure Security",False,Europe,Netherlands,253,1317,7,3,5,Azure Architecture Best Practices,Microsoft Cloud,Theater Session,Beginner,30,78,4.8,6,0,6,None
SPKR-1641,Rachel,Liu,8,Startup,NextGen Software,Development Manager,DevOps & Automation,Data & Analytics,"PowerShell, YAML, Python","Azure Data, Dynamics 365",False,Asia Pacific,Singapore,121,2609,9,5,50,CI/CD with Azure DevOps,App Innovation,Breakout Session,Beginner,45,176,3.5,10,2,4,Low
SPKR-1642,Ahmed,Rodriguez,14,ISV,Adobe,Distinguished Engineer,Data & Analytics,Mixed Reality,"KQL, R, SQL, Python","Azure Storage, Power Platform",False,North America,United States,3034,739,13,2,5,Building Data Pipelines with Azure Data Factory,Microsoft Cloud,Theater Session,Beginner,45,82,4.0,1,0,5,Medium
SPKR-1643,Ingrid,Gonzalez,8,Enterprise Customer,Johnson & Johnson,Solutions Architect,DevOps & Automation,Power Platform,"Bash, YAML","Azure IoT, Power Platform, Azure Compute",False,North America,Canada,923,180,7,3,3,Infrastructure as Code with ARM Templates,Infrastructure,Lightning Talk,Beginner,20,70,4.2,3,1,2,Low
SPKR-1644,Fatima,Garcia,8,Enterprise Customer,Target,Lead Developer,Data & Analytics,Azure Cloud,"KQL, Python, SQL","Azure Security, Dynamics 365, Azure Storage, Azure DevOps",False,Europe,Netherlands,304,1977,2,2,1,Real-time Analytics with Azure Stream Analytics,Data & AI,Breakout Session,Beginner,75,100,4.9,16,2,1,Low
SPKR-1645,Daniel,Garcia,10,Microsoft Partner,Infosys,Product Manager,IoT Solutions,Security & Compliance,"C#, C++, Python","Azure Compute, Azure Security, Dynamics 365",False,Asia Pacific,New Zealand,634,2925,1,6,24,IoT Data Processing and Analytics,Data & AI,Breakout Session,Advanced,75,162,4.6,4,1,6,High
SPKR-1646,Raj,Harris,5,Enterprise Customer,General Electric,Lead Developer,IoT Solutions,Security & Compliance,"C#, Python, JavaScript","Azure Mixed Reality, Microsoft 365, Azure Data, Azure Storage, Azure Networking",False,Europe,Germany,228,1634,8,0,0,IoT Device Management with Azure,Data & AI,Breakout Session,Beginner,75,221,4.7,1,0,5,Low
SPKR-1647,Hiroshi,Williams,8,Microsoft,Microsoft Corporation,Solutions Architect,Power Platform,Azure Cloud,"JavaScript, Power Fx, TypeScript","Azure Security, Dynamics 365, Azure Mixed Reality, Azure Storage",False,Europe,Germany,1480,551,11,5,25,Power BI Advanced Analytics,Digital & App Innovation,Theater Session,Intermediate,45,131,4.2,3,2,6,Low
SPKR-1648,Ingrid,Thomas,9,Education,Stanford University,Principal Engineer,Security & Compliance,Modern Apps,"C#, PowerShell, JavaScript, Python","Azure IoT, Azure Networking, Azure Data, Azure Storage",False,Europe,United Kingdom,7103,5791,10,4,1,Compliance Automation in the Cloud,Microsoft Cloud,Breakout Session,Beginner,45,179,4.3,19,2,3,Medium
SPKR-1649,Kofi,Costa,11,Consulting Firm,Ernst & Young,Director of Engineering,Modern Apps,IoT Solutions,"TypeScript, C#, JavaScript, Swift","Azure AI, Azure Networking, Azure IoT, Azure DevOps, Azure Security, Azure Compute",False,Europe,United Kingdom,217,1496,9,7,11,Microservices Architecture Patterns: Advanced Techniques,Digital & App Innovation,Breakout Session,Intermediate,60,123,4.4,1,12,3,High
SPKR-1650,Amanda,Lopez,9,Startup,TechStart Inc,Development Manager,Microsoft 365,Azure Cloud,"C#, JavaScript, PowerShell","Azure IoT, Azure Networking, Azure Data, Azure AI, Dynamics 365, Azure Compute",False,Asia Pacific,Australia,1061,234,5,2,4,Microsoft Teams App Development,Modern Work,Keynote,Beginner,75,1010,4.3,16,2,1,Low
SPKR-1651,Daniel,Souza,13,Enterprise Customer,Oracle,Principal Architect,Security & Compliance,Sustainability Tech,"Python, C#, JavaScript","Azure Networking, Azure Mixed Reality, Azure IoT",False,Europe,France,73,176,10,7,3,Zero Trust Security Architecture: Lessons Learned,Security,Theater Session,Advanced,30,103,4.8,25,5,1,Medium
SPKR-1652,Nicole,Oliveira,5,Consulting Firm,KPMG,Product Manager,Quantum Computing,Azure Cloud,"Q#, Python, C#","Azure IoT, Azure Mixed Reality, Azure Compute",False,North America,United States,80,465,3,0,0,Quantum Machine Learning: Lessons Learned,Data & AI,Breakout Session,Intermediate,60,105,4.5,4,3,2,Medium
SPKR-1653,Stephanie,Silva,8,Enterprise Customer,Wells Fargo,Development Manager,Sustainability Tech,Quantum Computing,"R, Python, JavaScript","Azure Networking, Azure IoT, Microsoft 365",False,Asia Pacific,Australia,1219,1132,6,4,13,Sustainable Software Development,Microsoft Cloud,Theater Session,Beginner,30,148,5.0,13,7,7,Low
SPKR-1654,Kofi,Smith,1,Microsoft Partner,PwC,Cloud Engineer,Modern Apps,Power Platform,"Swift, Java, C#, TypeScript","Azure DevOps, Azure Security, Azure Data, Azure Networking",False,Europe,France,217,282,13,0,0,Microservices Architecture Patterns,App Innovation,Theater Session,Beginner,30,107,4.7,13,2,2,None
SPKR-1655,Ryan,Thomas,6,Microsoft,Microsoft Research,Principal Engineer,Power Platform,Mixed Reality,"C#, TypeScript, JavaScript, Power Fx","Microsoft 365, Azure Security, Power Platform, Azure Networking",False,Asia Pacific,Japan,84,8003,24,0,0,Low-Code Application Development,Digital & App Innovation,Workshop,Intermediate,90,44,4.3,8,5,3,None
SPKR-1656,Lisa,Williams,5,Startup,DataDriven Solutions,Product Manager,Power Platform,Data & Analytics,"JavaScript, C#, Power Fx","Azure DevOps, Azure Data, Azure Compute, Dynamics 365, Microsoft 365",False,Latin America,Argentina,408,1080,1,2,1,Power BI Advanced Analytics,Modern Work,Breakout Session,Intermediate,75,245,3.9,2,4,5,Low
SPKR-1657,Fatima,Chen,11,Government,Canada Digital Service,Distinguished Engineer,Power Platform,Mixed Reality,"JavaScript, C#, Power Fx","Dynamics 365, Azure Networking, Azure IoT",False,North America,Mexico,2412,331,5,10,29,Low-Code Application Development: Best Practices,Digital & App Innovation,Breakout Session,Intermediate,45,330,4.8,19,4,4,Low
SPKR-1658,James,Anderson,8,Microsoft,Microsoft Consulting,Solutions Architect,Modern Apps,Data & Analytics,"C#, Java, JavaScript","Dynamics 365, Azure Mixed Reality, Microsoft 365",False,Europe,Italy,59,56,10,3,11,Building Progressive Web Apps,App Innovation,Breakout Session,Intermediate,60,174,3.4,3,0,4,None
SPKR-1659,Michelle,Tanaka,9,Microsoft,Microsoft Corporation,Development Manager,Blockchain,AI/Machine Learning,"Solidity, C#, Go","Azure Data, Azure IoT, Power Platform",False,Europe,Spain,7756,1234,21,6,30,Blockchain Solutions on Azure,App Innovation,Theater Session,Beginner,45,95,4.0,7,0,7,High
SPKR-1660,Nicole,Kim,6,Microsoft Partner,PwC,Product Manager,Azure Cloud,IoT Solutions,"Python, ARM Templates","Azure Storage, Microsoft 365, Azure Compute, Azure AI",False,North America,Canada,1048,2397,10,1,7,Modernizing Legacy Systems with Azure,Microsoft Cloud,Keynote,Beginner,90,868,4.3,9,7,5,None
SPKR-1661,Mei,Kim,9,Consulting Firm,Bain & Company,Lead Developer,AI/Machine Learning,Security & Compliance,"Python, R, C#, Scala","Azure IoT, Azure Storage, Azure Data, Azure DevOps, Power Platform",True,Asia Pacific,Singapore,3436,8716,25,7,45,Responsible AI Development,Data & AI,Workshop,Advanced,90,139,5.0,6,1,1,High
SPKR-1662,Lauren,Brown,10,Microsoft Partner,Avanade,Senior Data Scientist,Modern Apps,IoT Solutions,"TypeScript, Swift, JavaScript, Java, C#","Azure Networking, Azure Security, Power Platform",False,Europe,France,603,782,2,8,4,Microservices Architecture Patterns,App Innovation,Breakout Session,Intermediate,60,237,4.3,4,1,4,Medium
SPKR-1663,Hiroshi,Jackson,5,Microsoft Partner,PwC,Solutions Architect,Edge Computing,Data & Analytics,"C#, Python, JavaScript","Dynamics 365, Microsoft 365",False,Asia Pacific,South Korea,5545,5252,18,0,0,Edge Security and Management,Infrastructure,Breakout Session,Beginner,60,181,4.4,3,7,3,Low
SPKR-1664,Jennifer,Costa,6,Startup,TechStart Inc,Principal Engineer,AI/Machine Learning,Blockchain,"JavaScript, Scala","Azure IoT, Azure AI, Azure Compute, Azure Storage",False,Asia Pacific,Singapore,1879,143,5,2,3,Building Intelligent Chatbots with Bot Framework,Data & AI,Theater Session,Intermediate,30,72,4.0,5,9,1,Medium
SPKR-1665,Lucia,White,7,Enterprise Customer,Johnson & Johnson,Development Manager,IoT Solutions,Mixed Reality,"C#, C++, Python, JavaScript","Power Platform, Dynamics 365, Azure Security",False,North America,Mexico,278,528,11,0,0,IoT Device Management with Azure,Data & AI,Breakout Session,Beginner,60,136,5.0,13,2,3,None
SPKR-1666,Fatima,Weber,7,Microsoft,Microsoft Research,Lead Developer,Edge Computing,Blockchain,"C#, C++, JavaScript, Python","Azure Mixed Reality, Azure Data, Microsoft 365",False,Asia Pacific,New Zealand,1507,236,8,1,1,Edge AI and Machine Learning,Infrastructure,Theater Session,Intermediate,45,137,4.7,9,1,0,Low
SPKR-1667,Hiroshi,Nakamura,4,Microsoft,Microsoft Research,Senior Software Engineer,Sustainability Tech,Quantum Computing,"R, C#, Python, JavaScript","Azure DevOps, Dynamics 365",False,Asia Pacific,Japan,120,1548,4,0,0,Sustainable Software Development,Microsoft Cloud,Breakout Session,Intermediate,45,259,4.3,2,5,2,None
SPKR-1668,Sarah,Schmidt,4,Startup,CloudFirst Ltd,Product Manager,Sustainability Tech,Azure Cloud,"R, C#, JavaScript","Azure Mixed Reality, Azure AI, Azure IoT, Azure Data",False,Asia Pacific,Japan,238,125,1,0,0,Green Computing with Azure,Microsoft Cloud,Theater Session,Beginner,45,82,4.6,7,1,2,Low
SPKR-1669,Hiroshi,Wilson,7,Enterprise Customer,Oracle,Lead Developer,Data & Analytics,Mixed Reality,"R, C#, Python","Microsoft 365, Azure IoT, Azure Data, Power Platform, Dynamics 365, Azure AI",False,Europe,United Kingdom,4368,1292,16,3,0,Azure Synapse Analytics Deep Dive,Data & AI,Breakout Session,Advanced,45,271,4.1,17,1,9,Low
SPKR-1670,Hiroshi,Lee,12,Education,Carnegie Mellon,CTO,Microsoft 365,AI/Machine Learning,"TypeScript, C#, PowerShell","Azure DevOps, Azure AI, Azure Security, Azure Data, Azure Compute, Azure Networking",False,Europe,Germany,1226,254,11,5,1,SharePoint Framework Solutions: Lessons Learned,Digital & App Innovation,Breakout Session,Beginner,75,171,4.2,8,5,3,Low
SPKR-1671,Kofi,Wilson,10,Startup,InnovateCorp,Development Manager,Microsoft 365,Power Platform,"C#, JavaScript","Azure IoT, Azure Networking, Dynamics 365, Azure Mixed Reality",False,North America,Mexico,1632,8223,14,6,10,Microsoft Teams App Development,Modern Work,Lightning Talk,Beginner,20,74,4.9,7,3,0,High
SPKR-1672,Matthew,Park,4,Microsoft,Microsoft Consulting,Lead Developer,Sustainability Tech,Security & Compliance,"R, Python","Power Platform, Azure Mixed Reality, Azure IoT, Azure AI",False,Asia Pacific,China,2098,382,12,0,0,Green Computing with Azure,Infrastructure,Breakout Session,Intermediate,60,242,4.6,8,0,7,None
SPKR-1673,Ana,Brown,10,Enterprise Customer,Ford Motor,Senior Software Engineer,IoT Solutions,Data & Analytics,"JavaScript, Python","Dynamics 365, Azure IoT, Power Platform, Azure Storage, Azure DevOps",False,Europe,Germany,1377,1570,1,8,4,IoT Device Management with Azure: Lessons Learned,Data & AI,Panel Discussion,Intermediate,45,246,4.7,13,5,2,Medium
SPKR-1674,Hiroshi,Kumar,5,Microsoft Partner,Cognizant,Senior Data Scientist,Microsoft 365,IoT Solutions,"C#, PowerShell, JavaScript","Dynamics 365, Azure AI, Azure IoT, Power Platform",False,Europe,Germany,119,77,5,4,19,Microsoft Graph Integration,Modern Work,Breakout Session,Beginner,75,131,3.7,0,3,2,None
SPKR-1675,Matthew,Liu,4,Microsoft,Microsoft Consulting,Product Manager,Mixed Reality,Power Platform,"C#, C++, Unity Script, JavaScript","Azure Networking, Azure Storage, Dynamics 365",False,North America,Mexico,4387,99,11,3,7,Mixed Reality for Training and Education: Best Practices,Digital & App Innovation,Workshop,Beginner,120,62,4.6,8,2,8,None
SPKR-1676,Priya,White,10,Government,Australian Digital Transformation Agency,Solutions Architect,Modern Apps,Quantum Computing,"JavaScript, C#","Microsoft 365, Power Platform, Azure AI",False,Europe,Netherlands,1312,394,3,4,16,Building Progressive Web Apps,App Innovation,Breakout Session,Advanced,45,203,4.8,9,3,6,Low
SPKR-1677,Nicole,Garcia,5,Consulting Firm,Capgemini,Development Manager,Azure Cloud,Data & Analytics,"Python, PowerShell","Azure Storage, Azure Networking, Azure IoT, Azure DevOps, Dynamics 365",False,North America,Mexico,972,1845,7,0,0,Azure Cost Optimization Strategies,Microsoft Cloud,Workshop,Beginner,180,50,4.6,8,1,1,None
SPKR-1678,João,Lee,4,Microsoft,Microsoft Research,Product Manager,Data & Analytics,DevOps & Automation,"KQL, C#, Python, SQL, R","Azure Security, Dynamics 365, Azure Data",False,Latin America,Colombia,394,1320,5,2,18,Power BI for Enterprise Data Visualization,Microsoft Cloud,Breakout Session,Advanced,45,204,4.7,2,2,1,None
SPKR-1679,Sarah,Costa,7,Microsoft Partner,Deloitte,Product Manager,Sustainability Tech,IoT Solutions,"JavaScript, Python, C#","Azure Compute, Azure DevOps, Microsoft 365, Power Platform, Azure Storage, Azure IoT",False,Asia Pacific,Singapore,2561,2935,16,4,18,Sustainability Metrics and Reporting,Microsoft Cloud,Breakout Session,Advanced,45,295,4.5,6,1,0,None
SPKR-1680,Ingrid,Schmidt,5,Microsoft,Microsoft Research,Principal Engineer,Power Platform,Microsoft 365,"C#, TypeScript, JavaScript","Microsoft 365, Azure DevOps, Azure Compute, Azure Data, Azure Mixed Reality",False,North America,United States,7132,108,12,3,5,Power Apps for Citizen Developers,Digital & App Innovation,Theater Session,Beginner,30,63,5.0,4,4,6,Medium
SPKR-1681,João,White,3,Microsoft Partner,Deloitte,Cloud Engineer,Modern Apps,Sustainability Tech,"TypeScript, Swift, C#","Azure IoT, Azure Networking, Azure Compute",False,Europe,Spain,183,977,389,0,0,Building Progressive Web Apps,App Innovation,Breakout Session,Intermediate,45,113,4.8,2,90,5,None
SPKR-1682,Priya,Smith,6,Enterprise Customer,Johnson & Johnson,Lead Developer,Edge Computing,Quantum Computing,"C#, Python, C++, JavaScript","Azure Compute, Azure Mixed Reality, Azure Storage, Azure AI, Azure Security",False,Europe,United Kingdom,2193,373,7,0,0,Industrial IoT Solutions,Data & AI,Breakout Session,Beginner,60,150,4.3,6,6,2,Low
SPKR-1683,James,Jones,4,Microsoft Partner,Deloitte,Lead Developer,Edge Computing,Azure Cloud,"C#, C++, Python, JavaScript","Azure Compute, Microsoft 365, Power Platform",False,Asia Pacific,South Korea,382,226,9,0,0,Edge Computing with Azure IoT Edge: Best Practices,Data & AI,Lightning Talk,Beginner,20,71,3.7,8,6,0,None
SPKR-1684,Yuki,Wang,7,Education,Harvard University,Senior Data Scientist,AI/Machine Learning,Azure Cloud,"C#, JavaScript","Azure Security, Azure IoT",False,Asia Pacific,Japan,24,418,30,0,0,Machine Learning at Scale with Azure ML,App Innovation,Breakout Session,Beginner,75,205,4.4,16,2,1,None
SPKR-1685,Amara,Taylor,18,Microsoft,Microsoft Corporation,Distinguished Engineer,Sustainability Tech,Data & Analytics,"Python, JavaScript, R, C#","Azure Networking, Power Platform, Azure AI",True,Middle East & Africa,UAE,282,1330,4,15,6,Green Computing with Azure: Advanced Techniques,Infrastructure,Keynote,Intermediate,75,2066,4.8,20,9,8,Low
SPKR-1686,Lucia,Garcia,17,Enterprise Customer,Johnson & Johnson,Principal Architect,Power Platform,Data & Analytics,"C#, TypeScript, JavaScript","Azure AI, Azure Storage, Azure Networking, Azure Security",False,North America,Canada,1677,3234,4,11,5,Power Automate Process Automation,Modern Work,Breakout Session,Intermediate,75,117,5.0,9,2,3,Low
